112323,INF846K01131,-,Axis Long Term Equity Fund - Growth,41.0769,41.0769,41.0769,26-Feb-2018
100068,INF955L01641,-,BARODA PIONEER ELSS 96 - Plan A - Dividend Payout Option,33.72,33.72,33.72,26-Feb-2018
119339,INF955L01914,-,BARODA PIONEER ELSS 96 - Plan B (Direct) - Dividend Payout Option,39.61,39.61,39.61,26-Feb-2018
125111,INF955L01DA7,-,Baroda Pioneer ELSS 96 - Plan B (Direct)- Bonus Option,49.71,49.71,49.71,26-Feb-2018
125110,INF955L01CZ6,-,Baroda Pioneer ELSS 96 Fund - Plan A- Bonus Option,46.72,46.72,46.72,26-Feb-2018
134044,INF955L01GD4,-,Baroda Pioneer ELSS 96 Plan A -Growth Option,46.72,46.72,46.72,26-Feb-2018
134045,INF955L01GE2,-,Baroda Pioneer ELSS 96 Plan B(Direct) -Growth Option,49.71,49.71,49.71,26-Feb-2018
120146,INF251K01HH9,INF251K01HG1,BNP Paribas Long Term Equity Fund - Direct Plan - Dividend Option,18.0580,18.0580,18.0580,26-Feb-2018
120147,INF251K01HF3,-,BNP Paribas Long Term Equity Fund - Direct Plan - Growth Option,38.3610,38.3610,38.3610,26-Feb-2018
113463,INF251K01985,-,BNP Paribas Long Term Equity Fund - Growth Option,37.2220,37.2220,37.2220,26-Feb-2018
113464,INF251K01AA9,INF251K01993,BNP Paribas Long Term Equity Fund-Dividend Option,17.8450,17.8450,17.8450,26-Feb-2018
119352,INF761K01876,INF761K01868,BOI AXA Tax Advantage Fund-Direct Plan-Dividend,28.54,28.54,28.54,26-Feb-2018
111711,INF761K01132,INF761K01140,BOI AXA Tax Advantage Fund-ECO Plan-Dividend,17.71,17.71,0.00,26-Feb-2018
111709,INF761K01157,-,BOI AXA Tax Advantage Fund-ECO Plan-Growth,57.64,57.64,0.00,26-Feb-2018
111710,INF761K01181,-,BOI AXA Tax Advantage Fund-Regular Plan- Growth,55.08,55.08,55.08,26-Feb-2018
111708,INF761K01165,INF761K01173,BOI AXA Tax Advantage Fund-Regular Plan-Dividend,15.68,15.68,15.68,26-Feb-2018
119351,INF761K01884,-,OI AXA Tax Advantage Fund-Direct Plan- Growth,59.09,59.09,59.09,26-Feb-2018
118286,INF760K01EJ2,INF760K01EK0,Canara Robeco Equity Taxsaver - Direct Plan - Dividend Option,37.8700,37.8700,37.8700,26-Feb-2018
118285,INF760K01EL8,-,Canara Robeco Equity Taxsaver - Direct Plan - Growth Option,61.3400,61.3400,61.3400,26-Feb-2018
100593,INF760K01084,INF760K01092,Canara Robeco Equity Taxsaver - Regular Plan - Dividend,25.4600,25.4600,25.4600,26-Feb-2018
111722,INF760K01100,-,Canara Robeco Equity Taxsaver - Regular Plan - Growth,59.6100,59.6100,59.6100,26-Feb-2018
135600,INF663L01FO3,-,DHFL Pramerica Long Term Equity Fund - Direct Plan - Dividend Option,12.76,12.76,12.76,26-Feb-2018
135601,INF663L01FN5,-,DHFL Pramerica Long Term Equity Fund - Direct Plan - Growth Option,14.35,14.35,14.35,26-Feb-2018
135599,INF663L01FR6,-,DHFL Pramerica Long Term Equity Fund - Regular Plan - Dividend Option,12.48,12.48,12.48,26-Feb-2018
135598,INF663L01FQ8,-,DHFL Pramerica Long Term Equity Fund - Regular Plan - Growth Option,13.99,13.99,13.99,26-Feb-2018
138393,INF223J01887,-,DHFL Pramerica Tax Plan - Bonus,19.41,19.41,19.41,02-Feb-2018
138396,INF223J01PD2,-,DHFL Pramerica Tax Plan - Direct Plan - Bonus,20.31,20.31,20.31,26-Feb-2018
138395,INF223J01QY6,-,DHFL Pramerica Tax Plan - Direct Plan - Dividend,29.21,29.21,29.21,26-Feb-2018
138394,INF223J01RA4,-,DHFL Pramerica Tax Plan - Direct Plan - Growth,32.69,32.69,32.69,26-Feb-2018
138392,INF223J01333,-,DHFL Pramerica Tax Plan-DIVIDEND,24.82,24.82,24.82,26-Feb-2018
138391,INF223J01358,-,DHFL Pramerica Tax Plan-GROWTH,30.57,30.57,30.57,26-Feb-2018
119241,INF740K01OL9,INF740K01OM7,DSP BlackRock Tax Saver Fund - Direct Plan - Dividend,34.409,34.409,34.409,26-Feb-2018
119242,INF740K01OK1,-,DSP BlackRock Tax Saver Fund - Direct Plan - Growth,48.199,48.199,48.199,26-Feb-2018
104773,INF740K01169,INF740K01177,DSP BlackRock Tax Saver Fund - Regular Plan - Dividend,16.938,16.938,16.938,26-Feb-2018
104772,INF740K01185,-,DSP BlackRock Tax Saver Fund - Regular Plan - Growth,46.551,46.551,46.551,26-Feb-2018
118619,INF754K01BX2,INF754K01BY0,Edelweiss Long Term Equity Fund (Tax Savings) - Direct Plan-Dividend Option,22.63,22.63,22.63,26-Feb-2018
118620,INF754K01CA8,-,Edelweiss Long Term Equity Fund (Tax Savings) - Direct Plan-Growth Option,49.78,49.78,49.78,26-Feb-2018
111639,INF754K01525,INF754K01541,Edelweiss Long Term Equity Fund (Tax Savings) - Regular Plan - Dividend Option,18.5,18.5,18.5,26-Feb-2018
111638,INF754K01517,-,Edelweiss Long Term Equity Fund (Tax Savings) - Regular Plan - Growth Option,47.61,47.61,47.61,26-Feb-2018
140240,INF843K01AS5,INF843K01AT3,Edelweiss Tax Advantage Fund - Direct Plan - Dividend Option,32.216,32.216,32.216,26-Feb-2018
140241,INF843K01AR7,-,Edelweiss Tax Advantage Fund - Direct Plan - Growth Option,43.085,43.085,43.085,26-Feb-2018
140239,INF843K01112,INF843K01120,Edelweiss Tax Advantage Fund - Regular Plan - Dividend Option,30.882,30.882,30.882,26-Feb-2018
140238,INF843K01104,-,Edelweiss Tax Advantage Fund - Regular Plan - Growth Option,40.967,40.967,40.967,26-Feb-2018
100174,INF966L01119,INF966L01127,Escorts Tax Plan-Dividend,14.4023,14.4023,14.4023,26-Feb-2018
